title,html_url,id,number,milestone,created_at,updated_at,body,author,labels,comments,assignee
Imported geo columns do not show column name in selectors,https://github.com/mapd/mapd-immerse/issues/4689,331208921,4689,,2018-06-11T14:18:01Z,2018-06-11T16:02:44Z,"### :speech_balloon: Description

Unsure if this is meant to be supported yet or not, but mapd_geo columns that have a name upon import do not retain that column name in the data source (or at least, the chart selectors).

### :computer: Environment
- **Browser Name, Version**: 
- **mapd-immerse Version or Branch**: master

### :page_with_curl: Steps To Reproduce
-
- **Actual result:**
- **Expected result:**

### :dash: Smoke Test
- [ ] is feature working / bug resolved in chrome
- [ ] is feature working / bug resolved in safari
- [ ] is feature working / bug resolved in firefox
- [ ] is feature working / bug resolved in ie 11
- [ ] is feature working / bug resolved in ie edge

### :camera_flash: Screenshots

<img width=""1528"" alt=""mapd_geo field names 1"" src=""https://user-images.githubusercontent.com/2074135/41237063-3d675196-6d58-11e8-8726-5511cf87f0b2.png"">
<img width=""1528"" alt=""mapd_geo field names 2"" src=""https://user-images.githubusercontent.com/2074135/41237067-3f854596-6d58-11e8-9681-3e12c9d7306b.png"">

### :memo: Other Info

Dataset in screens above is trips.csv:

`COPY trips_geo FROM ‘/freenas-home/home/annette/inrix/trips’ with (lonlat=‘false’);`",jrajav,"Needs PM Review,geospatial,import",1,
"Column header names revert to `column_1`, `column_2` etc. upon import after changing a CSV import setting",https://github.com/mapd/mapd-immerse/issues/4687,330909600,4687,,2018-06-09T18:32:05Z,2018-06-09T18:32:25Z,"### :speech_balloon: Description

### :computer: Environment
- **Browser Name, Version**: 
- **mapd-immerse Version or Branch**: master

### :page_with_curl: Steps To Reproduce
-
- **Actual result:**
- **Expected result:**

### :dash: Smoke Test
- [ ] is feature working / bug resolved in chrome
- [ ] is feature working / bug resolved in safari
- [ ] is feature working / bug resolved in firefox
- [ ] is feature working / bug resolved in ie 11
- [ ] is feature working / bug resolved in ie edge

### :camera_flash: Screenshots

### :memo: Other Info",jrajav,"bug,import",0,jrajav
"[Geo - Choropleth] Reduce join types in dimensions or geo join column, if other is already selected",https://github.com/mapd/mapd-immerse/issues/4685,330898502,4685,,2018-06-09T16:00:08Z,2018-06-09T16:00:19Z,"### :speech_balloon: Description

If possible, restrict the list of selector values in dimensions selector or geo join column selector to the valid join types, if the opposite one is already filled.

### :computer: Environment
- **Browser Name, Version**: 
- **mapd-immerse Version or Branch**: master

### :page_with_curl: Steps To Reproduce
-
- **Actual result:**
- **Expected result:**

### :dash: Smoke Test
- [ ] is feature working / bug resolved in chrome
- [ ] is feature working / bug resolved in safari
- [ ] is feature working / bug resolved in firefox
- [ ] is feature working / bug resolved in ie 11
- [ ] is feature working / bug resolved in ie edge

### :camera_flash: Screenshots

### :memo: Other Info",jrajav,"BE-Choropleth,Needs PM Review,geospatial",0,
Color By Dimension is not compatible with Timestamps/Numbers and can cause an error loop if used,https://github.com/mapd/mapd-immerse/issues/4684,330842342,4684,,2018-06-09T01:38:40Z,2018-06-09T01:38:40Z,"### :speech_balloon: Description
The Color By Dimension option in the palette is not compatible with Timestamps or Numbers. All values will be appear as Other even when a full palette is added. As soon as color by dimension is selected an error loop is triggered when the user navigates to another chart. 

### :computer: Environment
- **Chrome, 67.0.3396.79**: 
- **mapd-immerse Version or Branch**: master

### :page_with_curl: Steps To Reproduce
- Create a bar chart (Source: flights | Dimension: arr_timestamp | Measure: # Records)
- Select Color By Dimension in the Color Palette 
- Add a color 
- Navigate to another chart (Histogram for example)

- **Actual result:**
The palette options don't seem to reflect the data being displayed. 
- **Expected result:**
The Color by Dimension feature should reflect the data being displayed similar to the default palettes. 



### :dash: Smoke Test
- [ ] is feature working / bug resolved in chrome
- [ ] is feature working / bug resolved in safari
- [ ] is feature working / bug resolved in firefox
- [ ] is feature working / bug resolved in ie 11
- [ ] is feature working / bug resolved in ie edge

### :camera_flash: Screenshots
![colorpalettetimestamp](https://user-images.githubusercontent.com/39566471/41186387-7caa41b6-6b4a-11e8-9bb5-3825086baccf.gif)
![screen shot 2018-06-08 at 5 50 35 pm](https://user-images.githubusercontent.com/39566471/41186389-8547e562-6b4a-11e8-8130-31c2455dea0f.png)

### :memo: Other Info",AlexHarutyunyan,"P2,bug,found during 4.0",0,
Connot switch to different chart type from geo heat map,https://github.com/mapd/mapd-immerse/issues/4682,330826689,4682,,2018-06-08T23:06:37Z,2018-06-08T23:07:12Z,"### :speech_balloon: Description

Connot switch to different chart type from geo heat map


### :computer: Environment
- **Browser Name, Version**: 
- **mapd-immerse Version or Branch**: master

### :page_with_curl: Steps To Reproduce
- Go to kali
- Create heat map 
-  Select source: Metro_station_Regional
- On long/ lat select mapd_geo
- Select records as color
- try to switch to a different chart


- **Actual result:**
Cannot switch to a different chart 
Heat map is not rendered anymore 

- **Expected result:**
Should be able to switch to a different chart 

### :dash: Smoke Test
- [ ] is feature working / bug resolved in chrome
- [ ] is feature working / bug resolved in safari
- [ ] is feature working / bug resolved in firefox
- [ ] is feature working / bug resolved in ie 11
- [ ] is feature working / bug resolved in ie edge

### :camera_flash: Screenshots
![jun-08-2018 16-04-06](https://user-images.githubusercontent.com/16374964/41184553-f5e1f4e4-6b35-11e8-9f11-d7d432a4b1bb.gif)

### :memo: Other Info",menaczar,"P2,bug,found during 4.0,geospatial",0,
Unable to clear Measure Number Formatting after clearing Dimension Date Formatting,https://github.com/mapd/mapd-immerse/issues/4681,330824611,4681,,2018-06-08T22:53:14Z,2018-06-12T01:30:17Z,"### :speech_balloon: Description
Number formatting doesn't clear if it is performed right after clearing timestamp formatting on charts that contain both formatting options. 



### :computer: Environment
- **Chrome, 67.0.3396.79**: 
- **mapd-immerse Version or Branch**: master

### :page_with_curl: Steps To Reproduce
- Create Bar chart using (Source: flights | Dimension: arr_timestamp | Measure: # Records)
- Apply Some different combinations of formatting to arr_timestamp and # Records 
- Clear the formatting from Dimension arr_timestamp using the x button
- Clear the formatting from Measure # Records using the x button 

- **Actual result:**
Unable to clear the formatting from the Measure Number Formatting
- **Expected result:**
Clear button should always clear the formatting

### :dash: Smoke Test
- [ ] is feature working / bug resolved in chrome
- [ ] is feature working / bug resolved in safari
- [ ] is feature working / bug resolved in firefox
- [ ] is feature working / bug resolved in ie 11
- [ ] is feature working / bug resolved in ie edge

### :camera_flash: Screenshots
![formattingclear](https://user-images.githubusercontent.com/39566471/41184257-06adb17a-6b34-11e8-9aa2-e78f34b07594.gif)
### :memo: Other Info
The more dimensions and measures that support formatting are added the easier it is to replicate. ",AlexHarutyunyan,"P3,bug,found during 4.0",0,
Formatting selections change the Sort By selection for number datatypes (Bar/Pie chart),https://github.com/mapd/mapd-immerse/issues/4680,330822629,4680,,2018-06-08T22:40:48Z,2018-06-08T22:41:24Z,"### :speech_balloon: Description
Changing the measure formatting on Pie chart and Bar chart applies the dimension Sort By selection

### :computer: Environment
- **Chrome, 67.0.3396.79**: 
- **mapd-immerse Version or Branch**: master

### :page_with_curl: Steps To Reproduce
- Create a Bar chart (Source: Flights | Dimension: arr_timestamp | Measure: # Records)
- Changing the Sort By to arr_timestamp
- Change the Measure Number Formatting and observe 

- **Actual result:**
When the formatting is changed so is the Sort By selection (# Records)
- **Expected result:**
Formatting should only effect the way measures are displayed. 


### :dash: Smoke Test
- [ ] is feature working / bug resolved in chrome
- [ ] is feature working / bug resolved in safari
- [ ] is feature working / bug resolved in firefox
- [ ] is feature working / bug resolved in ie 11
- [ ] is feature working / bug resolved in ie edge

### :camera_flash: Screenshots
![formatting sort](https://user-images.githubusercontent.com/39566471/41183952-242749ac-6b32-11e8-8acd-cb914d51ec49.gif)

### :memo: Other Info",AlexHarutyunyan,"P4,bug,found during 4.0",0,
Choropleth with 2 geo measure should distinguish between source and geo join,https://github.com/mapd/mapd-immerse/issues/4677,330807610,4677,,2018-06-08T21:25:40Z,2018-06-11T20:19:42Z,"### :speech_balloon: Description
You can get into a state where you have 2 geo measures with the same name. One comes from a column in the source and one form the geojson to join with. It might be useful to add a label to distinguish them.

### :computer: Environment
- **Browser Name, Version**: 
- **mapd-immerse Version or Branch**: master

### :page_with_curl: Steps To Reproduce
-
- **Actual result:**
- **Expected result:**

### :dash: Smoke Test
- [ ] is feature working / bug resolved in chrome
- [ ] is feature working / bug resolved in safari
- [ ] is feature working / bug resolved in firefox
- [ ] is feature working / bug resolved in ie 11
- [ ] is feature working / bug resolved in ie edge

### :camera_flash: Screenshots

### :memo: Other Info",biovisualize,geospatial,2,
Charts are out of position when editting after adding another chart to dashboard,https://github.com/mapd/mapd-immerse/issues/4676,330784518,4676,,2018-06-08T19:57:21Z,2018-06-12T17:27:36Z,"### :speech_balloon: Description
Text chart jumps to the top of the browser when you edit after adding another chart. 

### :computer: Environment
- **Browser Chrome, 67.0.3396.79 Safari, 11.1 (13605.1.33.1.4)**: 
- **mapd-immerse Version or Branch**: master

### :page_with_curl: Steps To Reproduce
- Create a text chart and add to dashboard
- Create another chart and add to dashboard
- Go back and edit the text chart 
- **Actual result:**
The text chart jumps to the top of the browser and overlaps with the chart selection dock. 
- **Expected result:**
Text chart should remain in the intended position. 



### :dash: Smoke Test
- [ ] is feature working / bug resolved in chrome
- [ ] is feature working / bug resolved in safari
- [ ] is feature working / bug resolved in firefox
- [ ] is feature working / bug resolved in ie 11
- [ ] is feature working / bug resolved in ie edge

### :camera_flash: Screenshots
![text number](https://user-images.githubusercontent.com/39566471/41178142-3aa384dc-6b1b-11e8-9ec4-47779f15ec8c.gif)

### :memo: Other Info
Unable to reproduce in the demo. ",AlexHarutyunyan,"P4,bug,found during 4.0,regression",4,biovisualize
support ordinal scale in backend choropleth chart,https://github.com/mapd/mapd-immerse/issues/4674,330764467,4674,,2018-06-08T18:46:13Z,2018-06-11T19:41:26Z,"### :speech_balloon: Description

Required to support text type color measures. 

### :computer: Environment
- **Browser Name, Version**: 
- **mapd-immerse Version or Branch**: master

### :page_with_curl: Steps To Reproduce
-
- **Actual result:**
- **Expected result:**

### :dash: Smoke Test
- [ ] is feature working / bug resolved in chrome
- [ ] is feature working / bug resolved in safari
- [ ] is feature working / bug resolved in firefox
- [ ] is feature working / bug resolved in ie 11
- [ ] is feature working / bug resolved in ie edge

### :camera_flash: Screenshots

### :memo: Other Info",alexbaden,"BE-Choropleth,enhancement,geospatial",1,alexbaden
Immerse doesn't support TinyInt,https://github.com/mapd/mapd-immerse/issues/4673,330729387,4673,,2018-06-08T16:47:07Z,2018-06-08T16:47:07Z,"### :speech_balloon: Description
Immerse doesn't support TinyInt

### :computer: Environment
- **Browser Name, Version**: 
- **mapd-immerse Version or Branch**: master

### :page_with_curl: Steps To Reproduce
- run this query on Kali: select * from Paris_Mena;
- compare results from mapdql vs SQL Editor

- **Actual result:**
SQL editor doen't handle tiny int.

- **Expected result:**
Should see exactly same results.

### :dash: Smoke Test
- [ ] is feature working / bug resolved in chrome
- [ ] is feature working / bug resolved in safari
- [ ] is feature working / bug resolved in firefox
- [ ] is feature working / bug resolved in ie 11
- [ ] is feature working / bug resolved in ie edge

### :camera_flash: Screenshots
![Screen Shot 2018-06-07 at 2.16.03 PM.png](https://images.zenhubusercontent.com/59a47c158f62dc7798c4571a/88df4c5c-38a0-4a74-b2ee-c95300c57862)

![Screen Shot 2018-06-07 at 2.16.16 PM.png](https://images.zenhubusercontent.com/59a47c158f62dc7798c4571a/ca50c70d-3206-49ee-a002-c736323598e0)
### :memo: Other Info",menaczar,"P2,bug,found during 4.0",0,
Add auto-zoom to geo-heatmap,https://github.com/mapd/mapd-immerse/issues/4672,330718570,4672,,2018-06-08T16:10:06Z,2018-06-12T22:36:18Z,"### :speech_balloon: Description
Add an auto-zoom feature to geo-heatmap on initial load to focus on the area where data is found, similar to pointmap/choropleth

### :computer: Environment
- **Browser Name, Version**: all
- **mapd-immerse Version or Branch**: master. 4.0 if it turns out to be easy to do

### :page_with_curl: Steps To Reproduce
N/A

### :dash: Smoke Test
- [ ] is feature working / bug resolved in chrome
- [ ] is feature working / bug resolved in safari
- [ ] is feature working / bug resolved in firefox
- [ ] is feature working / bug resolved in ie 11
- [ ] is feature working / bug resolved in ie edge

### :camera_flash: Screenshots

### :memo: Other Info",vastcharade,enhancement,3,vastcharade
Combo chart legend uses square instead of lines on multi-measure,https://github.com/mapd/mapd-immerse/issues/4671,330625735,4671,,2018-06-08T11:42:43Z,2018-06-08T11:42:59Z,"### :speech_balloon: Description

### :computer: Environment
- **Browser Name, Version**: 
- **mapd-immerse Version or Branch**: master

### :page_with_curl: Steps To Reproduce
- any combo chart with multi-measure
- **Actual result:** all chart legend items has a square instead of line
- **Expected result:** should all be lines (when the mark is a line) as when the color dimension is used

### :dash: Smoke Test
- [ ] is feature working / bug resolved in chrome
- [ ] is feature working / bug resolved in safari
- [ ] is feature working / bug resolved in firefox
- [ ] is feature working / bug resolved in ie 11
- [ ] is feature working / bug resolved in ie edge

### :camera_flash: Screenshots
<img width=""1693"" alt=""screen shot 2018-06-07 at 10 57 43 pm"" src=""https://user-images.githubusercontent.com/824534/41156348-81f74ab6-6aef-11e8-8a94-be5163007256.png"">

### :memo: Other Info",biovisualize,"bug,combo-chart",0,
[do not merge] dummy commit,https://github.com/mapd/mapd-immerse/pull/4665,330517399,4665,,2018-06-08T04:41:25Z,2018-06-12T15:42:15Z,Just for testing if the error we see on https://github.com/mapd/mapd-immerse/pull/4607 was also there before the work on the PR,biovisualize,,5,
remove select join data source machinery ,https://github.com/mapd/mapd-immerse/issues/4664,330512328,4664,,2018-06-08T04:05:17Z,2018-06-08T04:05:17Z,"### :speech_balloon: Description

Was originally added to autopopulate the geojoin with a ""self join"" for backend choropleth. Now that self joins are no longer necessary to just render the geo data, the actions and reducers are not being used. Leaving the code in place for now since we might want to use it later if we add joins across the product. Worth discussing after 4.0. 

Relevant action is `SELECT_GEO_JOIN_DATA_SOURCE_REQUEST`

### :computer: Environment
- **Browser Name, Version**: 
- **mapd-immerse Version or Branch**: master

### :page_with_curl: Steps To Reproduce
-
- **Actual result:**
- **Expected result:**

### :dash: Smoke Test
- [ ] is feature working / bug resolved in chrome
- [ ] is feature working / bug resolved in safari
- [ ] is feature working / bug resolved in firefox
- [ ] is feature working / bug resolved in ie 11
- [ ] is feature working / bug resolved in ie edge

### :camera_flash: Screenshots

### :memo: Other Info",alexbaden,enhancement,0,alexbaden
Binned/Extracted Timestamp formatting and selected formatting display different values for timestamps ending in 00:00:00,https://github.com/mapd/mapd-immerse/issues/4663,330491368,4663,,2018-06-08T01:46:10Z,2018-06-08T01:58:36Z,"### :speech_balloon: Description
There is a difference in how certain Timestamps are displayed Binned, Extracted vs. with Formatting applied (and also in the SQL Editor)
A timestamp like: `2011-01-01 00:00:00`
will appear as Dec 31, 2010 with formatting applied and in the SQL Editor, but will display Jan 1, 2011 while binned or extracted.
Extracted/Binned with no formatting tends to 'round up' while the SQL Editor and The formatting dropdown menu tend to 'round down'. 


### :computer: Environment
- **Browser Name, Version**: 
- **mapd-immerse Version or Branch**: master

### :page_with_curl: Steps To Reproduce
- Create a Table chart (Source: 'family_3' on mahakali | Dimension: BIN 'birth_timestamp' | Dimension EXT birth_timestamp)
- Change the Date Formatting of the Auto Bin column to year only (%y)
- **Actual result:**
The same data may appear differently depending on the selection. 
- **Expected result:**  

### :dash: Smoke Test
- [ ] is feature working / bug resolved in chrome
- [ ] is feature working / bug resolved in safari
- [ ] is feature working / bug resolved in firefox
- [ ] is feature working / bug resolved in ie 11
- [ ] is feature working / bug resolved in ie edge

### :camera_flash: Screenshots
<img width=""650"" alt=""screen shot 2018-06-07 at 6 43 56 pm"" src=""https://user-images.githubusercontent.com/39566471/41134726-c58e16c8-6a82-11e8-863d-af1d94510c68.png"">

![screen shot 2018-06-07 at 6 24 31 pm](https://user-images.githubusercontent.com/39566471/41134707-ae0fa804-6a82-11e8-9d0e-cf7d43ea4a20.png)

![screen shot 2018-06-07 at 6 21 26 pm](https://user-images.githubusercontent.com/39566471/41134717-b67e23d0-6a82-11e8-90e5-8ca66e3cee5d.png)




### :memo: Other Info
Not quite sure what the expected result should be, since this seems like a timezone issue. Since the original data is listed as Jan 1, I think it should 'round up' regardless of the timezone. 

",AlexHarutyunyan,"P4,bug,found during 4.0",0,
[GeoHeat] Legend min/max revert to default after locking legend,https://github.com/mapd/mapd-immerse/issues/4658,330474310,4658,,2018-06-07T23:54:05Z,2018-06-14T02:11:55Z,"### :speech_balloon: Description
The geo heat  max/min would revert back to its default values after user has changed the map theme or any visual attribute settings

### :computer: Environment
- **Browser Name, Version**:  Chrome
- **mapd-immerse Version or Branch**: master

### :page_with_curl: Steps To Reproduce
1. Create a Geo heat map with the following:
Data Source: flights
Dimension Lon: dest_lon
Dimension Lat: dest_lat
Measure Color: airtime(avg)
2. Change min/max values in color legend
3. Lock legend

- **Actual result:**
min/max values revert to default

- **Expected result:**
should not revert to default

### :dash: Smoke Test
- [ ] is feature working / bug resolved in chrome
- [ ] is feature working / bug resolved in safari
- [ ] is feature working / bug resolved in firefox
- [ ] is feature working / bug resolved in ie 11
- [ ] is feature working / bug resolved in ie edge

### :camera_flash: Screenshots
![min_max_geoheat](https://user-images.githubusercontent.com/35040876/41132014-596986c6-6a73-11e8-8321-f9df07e2f977.gif)


### :memo: Other Info",ericli5454,"P2,bug,found during 4.0",2,
[Choropleth] [Geoheat] Switching between layers of multi-layer choropleth/geoheat creates duplicate color legend,https://github.com/mapd/mapd-immerse/issues/4657,330467491,4657,,2018-06-07T23:14:47Z,2018-06-14T05:12:25Z,"### :speech_balloon: Description
Currently, if user switches between layers of multi-layer choropleth/geoheat chart, it would generate a duplicate color legend in chart editor

### :computer: Environment
- **Browser Name, Version**: Chrome
- **mapd-immerse Version or Branch**: master

### :page_with_curl: Steps To Reproduce
1. Create multi-layer choropleth/geoheat chart such that each layer has different data table
2. Go to the chart editor and switch between laters
3.  Then click apply 

- **Actual result:**
Generates duplicate color legend in editor
Generates duplicate color legend in chart after clicking apply

- **Expected result:**
Does not generate duplicate color legend in  editor
Should not generate duplicate color legend in chart after clicking apply

### :dash: Smoke Test
- [ ] is feature working / bug resolved in chrome
- [ ] is feature working / bug resolved in safari
- [ ] is feature working / bug resolved in firefox
- [ ] is feature working / bug resolved in ie 11
- [ ] is feature working / bug resolved in ie edge

### :camera_flash: Screenshots
![choropleth after apply](https://user-images.githubusercontent.com/35040876/41132321-4a6fd7ae-6a75-11e8-8f00-034d4eb4404d.gif)

![geo_heat_switch](https://user-images.githubusercontent.com/35040876/41387663-f783f56c-6f3c-11e8-95f1-d7b08995a2d7.gif)


### :memo: Other Info",ericli5454,"P1,bug,found during 4.0",4,alexbaden
Add link in Immerse charts to show underlying SQL queries,https://github.com/mapd/mapd-immerse/issues/4654,330419551,4654,,2018-06-07T20:14:30Z,2018-06-07T20:19:08Z,"### :speech_balloon: Description
Currently if you want to view the underlying SQL query of a charts in Immerse, it is necessary to inspect the underlying Thrift calls. This is problematic if the average user wishes to export the data they see in the current (filtered or unfiltered) chart through the COPY command. A ""Show SQL"" link or similar on each chart would provide a way for the user to easily take that command and put it in the COPY command to export the data.

### :computer: Environment
- **Browser Name, Version**:  All
- **mapd-immerse Version or Branch**: master

### :page_with_curl: Steps To Reproduce
- **Actual result:**
N/A
- **Expected result:**
N/A

### :dash: Smoke Test
- [ ] is feature working / bug resolved in chrome
- [ ] is feature working / bug resolved in safari
- [ ] is feature working / bug resolved in firefox
- [ ] is feature working / bug resolved in ie 11
- [ ] is feature working / bug resolved in ie edge

### :camera_flash: Screenshots

### :memo: Other Info",jp-harvey,,0,
Https button reverts to http when clicking connect.,https://github.com/mapd/mapd-immerse/issues/4652,330362595,4652,,2018-06-07T17:14:26Z,2018-06-07T17:14:38Z,"### :speech_balloon: Description

Https button reverts to http when clicking connect.
Although functionality is fine, it visually confusing.

### :computer: Environment
- **Browser Name, Version**: 
- **mapd-immerse Version or Branch**: master

### :page_with_curl: Steps To Reproduce
- Go to master
- logout
- change to Kali
- Change port # to 10043
- Click https
- Click connect

- **Actual result:** 
Although it connects fine, you'll find that the http button is highlighted instead of the https

- **Expected result:**
Https button should always be highlighted during connecting and even after logging out.

### :dash: Smoke Test
- [ ] is feature working / bug resolved in chrome
- [ ] is feature working / bug resolved in safari
- [ ] is feature working / bug resolved in firefox
- [ ] is feature working / bug resolved in ie 11
- [ ] is feature working / bug resolved in ie edge

### :camera_flash: Screenshots
![jun-07-2018 10-05-33](https://user-images.githubusercontent.com/16374964/41115171-94040b7c-6a3b-11e8-8bdd-e91838cbc380.gif)


### :memo: Other Info",menaczar,"P3,bug,found during 4.0",0,
Prototype async redux flow patterns,https://github.com/mapd/mapd-immerse/issues/4651,330358175,4651,[object Object],2018-06-07T17:00:04Z,2018-06-13T17:21:11Z,"Problem / goal:
Redux-saga is causing problems for us because it is difficult to debug, maintain, and reason about async flows built with it. It's likely that we can improve these aspects of async flows in Immerse by starting to move to an improved pattern and/or framework.

Increment (prototype):
Re-implement a relatively digestible, yet complex saga from Immerse in other async Redux flow patterns and frameworks, so that we can see a real-world example of how they look and act:

- redux-observable
- redux-thunk + Promises (async / await, some Promise action translator such as redux-promise-middleware)

Stretch goals:
- redux-loop
- Full type coverage with something like https://github.com/aikoven/typescript-fsa or https://github.com/piotrwitek/typesafe-actions",jrajav,tech,0,jrajav
[Chroropleth] The flow for rendering geo measure option for non-geo tables is not intuitive,https://github.com/mapd/mapd-immerse/issues/4646,330097055,4646,,2018-06-07T02:43:51Z,2018-06-07T17:00:57Z,"### :speech_balloon: Description
Currently when a user wants to create choropleth chart with a non-geo table, user would have to select a join table and column thats compatible with selected dimension before Geo measure options is generated. In other words theres known way for user to know when option for geo measure has been generated


### :dash: Smoke Test
- [ ] is feature working / bug resolved in chrome
- [ ] is feature working / bug resolved in safari
- [ ] is feature working / bug resolved in firefox
- [ ] is feature working / bug resolved in ie 11
- [ ] is feature working / bug resolved in ie edge

### :camera_flash: Screenshots

### :memo: Other Info",ericli5454,"charts-ux,design",2,
Unable to importing large kml geoshape file(1gb),https://github.com/mapd/mapd-immerse/issues/4644,330074292,4644,,2018-06-07T00:10:54Z,2018-06-07T00:11:09Z,"### :speech_balloon: Description
Currently users are unable to successfully import large .kml geo file(1kb) thru both s3/manual import

File used:
https://s3-us-west-1.amazonaws.com/mapd-parquet-testdata/qa/shape_file/nyc_footprint_kml.kml

### :computer: Environment
- **Browser Name, Version**: Chrome
- **mapd-immerse Version or Branch**: master

### :page_with_curl: Steps To Reproduce
Upload 1g kml file either manually (drag and drop) or thru S3

- **Actual result:**
unable to upload
<img width=""1192"" alt=""screen shot 2018-06-04 at 10 24 11 am"" src=""https://user-images.githubusercontent.com/35040876/40933371-1c4d5c52-67e6-11e8-9250-d2f08230e30d.png"">

- **Expected result:**
upload successfully

### :dash: Smoke Test
- [ ] is feature working / bug resolved in chrome
- [ ] is feature working / bug resolved in safari
- [ ] is feature working / bug resolved in firefox
- [ ] is feature working / bug resolved in ie 11
- [ ] is feature working / bug resolved in ie edge

### :camera_flash: Screenshots

### :memo: Other Info
Thread from Slack:
- Simon:

> 
> So Eric has pulled the KML & KMZ versions of the NYC building footprints dataset, and neither of them will load. The underlying LibKML parser fails with an out-of-memory error. Not even a GDAL problem. ogrinfo command-line tool reports the same, so it's nothing we are provoking. It's a big KML (1.1GB) but looks fine in a text editor. All the other versions of that data set load fine, as do other smaller KMLs I have. LibKML on my system is an Ubuntu lib, as is GDAL itself (although I have my own build of GDAL 2.3 using the same LibKML). LibKML code is from Google but old (not touched for five years) and the Ubuntu version seems to be up-to-date. Thoughts?
> 
> I have proven that the problem is in LibKML itself, and shows up even with my own build of that and a simple test program to just try and open the file. Turns out there are two KML ""drivers"" in GDAL, and if you configure GDAL to use the other one instead (which you can do even in the MapD context just by setting an env var) then the other one loads it, but drops all the extended fields from the file, so you only get the name and the geo for each feature.
> 
> I think we can justifiably ignore this one as there's a workaround, even if not a very good one, and IMHO, anyone who creates a 1.1GB KML file wants their brain examining along with those who create similarly large GeoJSONs...
> 
> For completeness, the LibKML one is falling over in the basic XML parse (using the Expat lib, presumably from the Ubuntu apt DSO install of such)
> 
> LibKML attempts to read in the entire document and gets Expat to parse the whole thing in one go. This is stupid, as Expat is explicitly written to support streaming and parsing of such files in chunks.
> 
> Shelving this because there's no easy solution
> 

-Andrew:

> Agreed. Just document as a known issue and wait & see if someone cares about massive KMLs?",ericli5454,"P3,enhancement,found during 4.0",0,
"Provide reasonable default selectors for all charts (e.g. # records for measure), so when possible they can render immediately with minimal input",https://github.com/mapd/mapd-immerse/issues/4642,330047899,4642,,2018-06-06T21:58:29Z,2018-06-06T21:58:53Z,"### :speech_balloon: Description

e.g. provide geo column selection for geo charts when selecting a geo data source, select # records for single-measure charts by default

### :computer: Environment
- **Browser Name, Version**: 
- **mapd-immerse Version or Branch**: master

### :page_with_curl: Steps To Reproduce
-
- **Actual result:**
- **Expected result:**

### :dash: Smoke Test
- [ ] is feature working / bug resolved in chrome
- [ ] is feature working / bug resolved in safari
- [ ] is feature working / bug resolved in firefox
- [ ] is feature working / bug resolved in ie 11
- [ ] is feature working / bug resolved in ie edge

### :camera_flash: Screenshots

### :memo: Other Info",jrajav,"charts-ux,enhancement",0,
Adding custom measure without agg. generates error and kick user out to dashboard page,https://github.com/mapd/mapd-immerse/issues/4629,329636434,4629,,2018-06-05T21:44:34Z,2018-06-08T07:42:03Z,"### :speech_balloon: Description
If user creates a new dash and a new chart with custom measure without an aggregate and measure requires an aggregate. The user would encounter an error pop-up, and accepting the pop-up would kick the user back to the dashboard screen (unsaved dashboard data would be lost). This behavior currently affects Bubble, Bar, Choropleth, Pie, Heat Map, and Geo Heat map charts. 

### :computer: Environment
- **Browser Name, Version**: 
- **mapd-immerse Version or Branch**: master

### :page_with_curl: Steps To Reproduce
1. Create a new dashboard
2. Add a new chart to dashboard (Needs to  be Bubble, Bar, Choropleth, Pie, Heat Map, and Geo Heat map chart)
3. Select Data Source, add a dimension, and then in the measures section add a column without aggregate.

Example for bar chart:
- Data Source: flights
- Dimension: carrier_name
- Measure: -> Custom Measure: depdelay

- **Actual result:**
User encounters an error pop-up, and accepting the pop-up would kick the user back to the dashboard screen 

![kickout_bar](https://user-images.githubusercontent.com/35040876/41004427-ab4051b0-68ce-11e8-9342-371780a95f25.gif)

- **Expected result:**
Should direct to correct chart render error, and accepting popup directs back to chart

![correct_bar](https://user-images.githubusercontent.com/35040876/41004423-a71fc8f4-68ce-11e8-9dfc-90607ddf015d.gif)


### :dash: Smoke Test
- [ ] is feature working / bug resolved in chrome
- [ ] is feature working / bug resolved in safari
- [ ] is feature working / bug resolved in firefox
- [ ] is feature working / bug resolved in ie 11
- [ ] is feature working / bug resolved in ie edge

### :camera_flash: Screenshots

### :memo: Other Info",ericli5454,"P2,bug,found during 4.0",2,ericli5454
Choropleth to create filter on zooming  #1,https://github.com/mapd/mapd-immerse/issues/4628,329634717,4628,,2018-06-05T21:38:37Z,2018-06-07T18:39:22Z,"### :speech_balloon: Description

Zooming in and out choropleth doesn't affect count widget. 

### :computer: Environment
- **Browser Name, Version**: 
- **mapd-immerse Version or Branch**: master

### :page_with_curl: Steps To Reproduce
- Create choropleth geo map
- zoom in and out

- **Actual result:**
Count widget doesn't change

- **Expected result:**
Count widget should reflect visible shapes number.

### :dash: Smoke Test
- [ ] is feature working / bug resolved in chrome
- [ ] is feature working / bug resolved in safari
- [ ] is feature working / bug resolved in firefox
- [ ] is feature working / bug resolved in ie 11
- [ ] is feature working / bug resolved in ie edge

### :camera_flash: Screenshots

### :memo: Other Info",menaczar,"BE-Choropleth,enhancement,geospatial",6,
