github issue name,github issue ID,Fix Version/s,Created timestamp,Updated timestamp,Description,Reporter,Labels,Assignee,Comment Body
[Geospatial] Choropleth Performance Lag when generating pop-up,4619,,2018-06-05T00:10:31Z,2018-06-05T05:36:15Z,"### :speech_balloon: Description
Currently, there seems to be a lag in generating pop-up after hovering mouse over geo-shape of Choropleth Charts. This behavior seems more apparent with larger polygon shapes

### :computer: Environment
- **Browser Name, Version**: Chrome
- **mapd-immerse Version or Branch**: master

### :page_with_curl: Steps To Reproduce
- Create Choropleth Chart with larger polygon shapes
- Hover over polygon shape to generate pop-up

- **Actual result:**
Seems to be a lag of ~1.5-2 secs before generating pop-up

- **Expected result:**
Should generate pop-up at faster rate

### :dash: Smoke Test
- [ ] is feature working / bug resolved in chrome
- [ ] is feature working / bug resolved in safari
- [ ] is feature working / bug resolved in firefox
- [ ] is feature working / bug resolved in ie 11
- [ ] is feature working / bug resolved in ie edge

### :camera_flash: Screenshots
![tool_tip_delay](https://user-images.githubusercontent.com/35040876/40947930-1e02fdb6-681a-11e8-8198-114b39f7a63a.gif)



### :memo: Other Info",ericli5454,"enhancement,found during 4.0,geospatial,performance",,"Currently, hit testing first queries the backend for the polygon and then converts the returned WKT string into geojson.  The geojson is then projected from latlng to mercator and transformed into a svg path. For particularly large polys, this process is likely going to be slow. There are several optimizations we can apply, most with a backend component.

cc https://github.com/mapd/mapd-core-internal/issues/1597
cc https://github.com/mapd/mapd-core-internal/issues/1197
,alexbaden"
Range Chart Y Axis on Histogram/Line chart not aligned with main Y Axis,4617,,2018-06-04T23:22:36Z,2018-06-05T05:03:28Z,"### :speech_balloon: Description
The X Axis with 'Show Range Chart' enabled doesn't seem to account for the label present on the 
Y axis of the main chart causing the Y axes to be misaligned. This may also be causing an issue when the measurement is locked on the X Axis of the Range chart (all elements of the main X axis are sent to the left). 

### :computer: Environment
- **All Browsers**: 
- **mapd-immerse Version or Branch**: master

### :page_with_curl: Steps To Reproduce
- Create Histogram or Line chart (Source: 'flights' | Dimension X Axis: BIN 'actualelapsedtime' | Measure Height : '# Records')
- Enable 'Show Range Chart' on the right-side menu
- Observe alignment of Y Axes


- **Actual result:**
The Y axes are not aligned. The lock icon on the Range chart causes the main X Axis to be pushed to the left side. 
- **Expected result:**
The Y Axes on the charts are aligned. The lock icon on the Range chart has no impact on the GUI of the main X Axis.



### :dash: Smoke Test
- [ ] is feature working / bug resolved in chrome
- [ ] is feature working / bug resolved in safari
- [ ] is feature working / bug resolved in firefox
- [ ] is feature working / bug resolved in ie 11
- [ ] is feature working / bug resolved in ie edge

### :camera_flash: Screenshots
![screen shot 2018-06-04 at 3 39 32 pm](https://user-images.githubusercontent.com/39566471/40946618-5104129c-6813-11e8-89fe-eeb7131e08b2.png)

![screen shot 2018-06-04 at 4 03 17 pm](https://user-images.githubusercontent.com/39566471/40946628-5da80aa8-6813-11e8-9851-7f3b55e1a996.png)

### :memo: Other Info",AlexHarutyunyan,"P3,bug,regression",,"this is annoying but cosmetic, and we can hold till 4.0 is done,niviksha"
Auto Populate Longitude and Latitude on the map charts,4615,,2018-06-04T22:48:06Z,2018-06-04T22:48:06Z,"### :speech_balloon: Description


For the charts that use longitude and latitude, we should see if we could auto-populate these fields for the user.  Example if the data column is title Longitude or Long, we could populate either of these in the longitude and same for latitude. 

In the use cases where the data has multiple longitudes and latitudes columns, we could offer a drop menu asking which one they would like to use. An example in the flights_123M data, there are two sets. dest_lat/dest_lon and origin_lat/orgin_log. The drop menu could be as simple as **dest** and **origin**, and based on the user's selection we populate the correct longitude and latitude fields. 


.........
Some difficulties that we will have:
- if the user titles the longitude and latitude something that is unrecognizable.   
- possibly when we are trying to identify if the Geo data has points versus longitude/latitude.

                                                                              


![image](https://user-images.githubusercontent.com/37127288/40945438-ab4bac66-680d-11e8-8dad-a87e6ca5320b.png)





### :computer: Environment
- **Browser Name, Version**: 
- **mapd-immerse Version or Branch**: master

### :page_with_curl: Steps To Reproduce
-
- **Actual result:**
- **Expected result:**

### :dash: Smoke Test
- [ ] is feature working / bug resolved in chrome
- [ ] is feature working / bug resolved in safari
- [ ] is feature working / bug resolved in firefox
- [ ] is feature working / bug resolved in ie 11
- [ ] is feature working / bug resolved in ie edge

### :camera_flash: Screenshots

### :memo: Other Info",Christian-Baptiste,,,
Missing a removable GEO Zoom Filter Indicator,4614,,2018-06-04T22:31:30Z,2018-06-05T05:03:56Z,"### :speech_balloon: Description

When a user has a dashboard open and they zoom to a particular area this is treated as a filter. The problem is we don't show it as a filter in the cross filter section thus the user doesn't have a way to clear such filter. 

To make things worse, if the user had zoomed/or moved to an area that doesn't have data, this zeros out the rest of their charts in that dashboard. This can lead to a lot of confusion when the user doesn't realize what chart has the filter thus we should always place a clearable filter at the top filter area like we do with other filters. 



Desired behavior would be to either return the user their previous zoom state that had data or to a zoom to all data state (meaning the zoomed map would show to the size or where any data points exist).






### :computer: Environment
- **Browser Name, Version**: 
- **mapd-immerse Version or Branch**: master

### :page_with_curl: Steps To Reproduce
-
- **Actual result:**
- **Expected result:**

### :dash: Smoke Test
- [ ] is feature working / bug resolved in chrome
- [ ] is feature working / bug resolved in safari
- [ ] is feature working / bug resolved in firefox
- [ ] is feature working / bug resolved in ie 11
- [ ] is feature working / bug resolved in ie edge

### :camera_flash: Screenshots

### :memo: Other Info",Christian-Baptiste,"P3,enhancement,found during 4.0",Christian-Baptiste,"**Steps:**
- Go to dashboard: http://kali.mapd.com:9092/#/dashboard/627?_k=3h2yrx
- Zoom in on the point map to where there is no data 
- Zoom works as a filter and filters out rows

**Expected:**
Filter Icon should show on the map so it works as an indicator of why I'm not seeing my data

**Actual:**
No filter icon for map zoom away from data, yet it's used for cross filtering

**Image:**
![zooming on a map](https://user-images.githubusercontent.com/10747240/40947950-3ec782f6-681a-11e8-9ca3-bab5704dbb58.gif)
,Davidiskander"
Address confusion around filtering and zooming. ,4613,,2018-06-04T22:12:53Z,2018-06-04T22:40:40Z,"### :speech_balloon: Description

Users have different intentions at different times.  Sometimes the user is intending on cross filtering based on a particular location(s) or based on a particular date/time range. 

Other times their intentions are to change their view to move around or to zoom in particular data in a map or move around to see data over different dates. 

The current behavior is to treat zooming as a filter (kind of).  This causes a lot of confusion and in some cases could render a dashboard useless without giving the user any idea why they are no longer seeing any data. 

One suggestion is to make an implicit request from the user to know their intent. Another is to use a different type of controls.

However, we offer these enhancements we need to give users the ability to both in an intuitive way.



>>>>>
One quick win that we could do is place a clearable filter pill anytime we are treating the zoom as a filter.







### :computer: Environment
- **Browser Name, Version**: 
- **mapd-immerse Version or Branch**: master

### :page_with_curl: Steps To Reproduce
-
- **Actual result:**
- **Expected result:**

### :dash: Smoke Test
- [ ] is feature working / bug resolved in chrome
- [ ] is feature working / bug resolved in safari
- [ ] is feature working / bug resolved in firefox
- [ ] is feature working / bug resolved in ie 11
- [ ] is feature working / bug resolved in ie edge

### :camera_flash: Screenshots

### :memo: Other Info",Christian-Baptiste,design,Christian-Baptiste,"Examples to illustrate what you are saying:
* zooming/panning a map sets a filter, so you can't 2 maps with the view that doesn't intersect (focus+context, 2 different regions)
* the choropleth doesn't filter on pan/zoom
* the range chart sets a brush on the focus chart which sets a filter, but a lot of interaction around clearing filters and setting ranges gives unexpected behaviours
* some bar chart types like histogram are using a brush and others like row or stacked are using click selection. It makes sense when you figure out that charts with continuous main axis gets a brush and categorical gets a click, but it can be confusing when onboarding,biovisualize"
[Geo] mapd_geo point column as measures and dimensions for geo charts,4612,,2018-06-04T21:12:51Z,2018-06-04T21:13:32Z,"### :speech_balloon: Description

Support for (and quicker, more in-process UX for) selecting mapd_geo point column as a measure and/or dimension for the geo chart types.
",jrajav,"Epic,geospatial",,
[Internet Explorer] Eula accept button doesn't appears until resizing window,4611,,2018-06-04T21:10:38Z,2018-06-06T00:42:46Z,"### :speech_balloon: Description
Currently when user attempts to login to kali immerse, the Eula accept button populates would not appear until resizing window. This could cause a major issue with user experience. 

### :computer: Environment
- **Browser Name, Version**: Internet Explorer
- **mapd-immerse Version or Branch**: master

### :page_with_curl: Steps To Reproduce
- Login to Kali immerse with internet explorer

- **Actual result:**
-  Eula accept button populates would not appear until resizing window

- **Expected result:**
- Eula accept button should appear should appear after login to kali immerse with Internet Explorer browser. 

### :dash: Smoke Test
- [ ] is feature working / bug resolved in chrome
- [ ] is feature working / bug resolved in safari
- [ ] is feature working / bug resolved in firefox
- [ ] is feature working / bug resolved in ie 11
- [ ] is feature working / bug resolved in ie edge

### :camera_flash: Screenshots

### :memo: Other Info",ericli5454,"P1,bug,found during 4.0,regression",,
[Geo - Heatmap] Ability to set mapd_geo point column as a dual dimension,4610,,2018-06-04T21:10:32Z,2018-06-08T21:24:03Z,"### :speech_balloon: Description

*For Heatmap*

mapd_geo appears as an option in the dimension selector for pointmap and, when selected, automatically adds two dimensions: `ST_x(mapd_geo)` and `ST_y(mapd_geo)`.

### :computer: Environment
- **Browser Name, Version**: 
- **mapd-immerse Version or Branch**: master

### :page_with_curl: Steps To Reproduce
-
- **Actual result:**
- **Expected result:**

### :dash: Smoke Test
- [x] is feature working / bug resolved in chrome
- [x] is feature working / bug resolved in safari
- [x] is feature working / bug resolved in firefox
- [ ] is feature working / bug resolved in ie 11
- [ ] is feature working / bug resolved in ie edge

### :camera_flash: Screenshots

### :memo: Other Info",jrajav,geospatial,ericli5454,"Note that @niviksha would want to get this one in if it's ready https://mapd.slack.com/archives/C165ZDWHJ/p1528418914000216,biovisualize
@jrajav it seems that mapd_geo column have been disabled from rendering in geoheat map selector options. Can you take a look when free

![geoheat](https://user-images.githubusercontent.com/35040876/41170334-a587b7de-6b00-11e8-912f-56b95c980d06.gif)
,ericli5454
I believe only the POINT column type is valid for geoheat and pointmap.
Similarly only the POLYGON or MULTIPOLYGON types are valid for choropleth.

On Fri, Jun 8, 2018 at 10:45 ericli5454 <notifications@github.com> wrote:

> @jrajav <https://github.com/jrajav> it seems that mapd_geo column have
> been disabled from rendering in geoheat map selector options. Can you take
> a look when free
>
> [image: geoheat]
> <https://user-images.githubusercontent.com/35040876/41170334-a587b7de-6b00-11e8-912f-56b95c980d06.gif>
>
> —
> You are receiving this because you are subscribed to this thread.
> Reply to this email directly, view it on GitHub
> <https://github.com/mapd/mapd-immerse/issues/4610#issuecomment-395819323>,
> or mute the thread
> <https://github.com/notifications/unsubscribe-auth/AFkzUjSILnQIc2QzXY9KZQjxXcbcAWVIks5t6qovgaJpZM4UZyhO>
> .
>
,alexbaden
Thanks @alexbaden my bad i forgot ,,ericli5454
Seems I forgot to add the 'automatically adds two dimensions' portion, looking into it,jrajav
![geoheat_redo](https://user-images.githubusercontent.com/35040876/41170926-56143db4-6b03-11e8-82f4-80c72be57e6d.gif)
,ericli5454"
[Geo - Pointmap] Ability to mapd_geo point column as a dual measure,4608,,2018-06-04T21:08:03Z,2018-06-05T12:25:44Z,"### :speech_balloon: Description

*For Pointmap*

mapd_geo point column should be selectable in some form as an alternative to selecting two distinct float-number columns as longitude and latitude.

### :computer: Environment
- **Browser Name, Version**: 
- **mapd-immerse Version or Branch**: master

### :page_with_curl: Steps To Reproduce
-
- **Actual result:**
- **Expected result:**

### :dash: Smoke Test
- [ ] is feature working / bug resolved in chrome
- [ ] is feature working / bug resolved in safari
- [ ] is feature working / bug resolved in firefox
- [ ] is feature working / bug resolved in ie 11
- [ ] is feature working / bug resolved in ie edge

### :camera_flash: Screenshots

### :memo: Other Info",jrajav,geospatial,,"Basically completed and merged already in https://github.com/mapd/mapd-immerse/pull/4567 and https://github.com/mapd/mapd-immerse/pull/4603, but could use more refinement.,jrajav"
Accessibility Design Iterations,4606,[object Object],2018-06-04T17:24:05Z,2018-06-05T19:23:37Z,"### :speech_balloon: 

All government accounts require apps to be accessible. With the IQT work starting to take priority I would like to get in front of this issue before we are rushed into it.   Making apps both accessible and visually appealing can be a difficult challenge. If we wait until the last minute we will inevitably be forced to rush design changes that never look good. As a result, I would like to start to do some design cycles on this as soon as possible.




Some obvious changes:
- Change button color. The current light teal button color doesn't offer enough contrast.
- Change the light gray background areas to be dark enough to create passing contrast.
- Place tooltips on all icons
- Possibly offer alternative CSS to allow user control over text size, and additional contrast, etc.
- Test current font size, weight, and shades throughout the app.
- Continued work on default minimum size on charting elements. 
- Add points to things like line charts to make it easier to locate where the hover is.
- Improve zoom controls
- more to come.


### :computer: Environment
- **Browser Name, Version**: 
- **mapd-immerse Version or Branch**: master

### :page_with_curl: Steps To Reproduce
-
- **Actual result:**
- **Expected result:**

### :dash: Smoke Test
- [ ] is feature working / bug resolved in chrome
- [ ] is feature working / bug resolved in safari
- [ ] is feature working / bug resolved in firefox
- [ ] is feature working / bug resolved in ie 11
- [ ] is feature working / bug resolved in ie edge

### :camera_flash: Screenshots

### :memo: Other Info",Christian-Baptiste,,Christian-Baptiste,
Review best practices for colors on demos,4605,,2018-06-04T16:50:09Z,2018-06-04T16:50:32Z,"### :speech_balloon: Description
We should validate if we are using the best practices for our demos, especially around colors. For example, @AnnetteMapD mentioned that using a dark to light palette is not so intuitive for the NY Taxi heatmap. Let's have a round of design to make sure our demos are reflecting the best practices we can provide.

### :computer: Environment
- **Browser Name, Version**: 
- **mapd-immerse Version or Branch**: master

### :page_with_curl: Steps To Reproduce
-
- **Actual result:**
- **Expected result:**

### :dash: Smoke Test
- [ ] is feature working / bug resolved in chrome
- [ ] is feature working / bug resolved in safari
- [ ] is feature working / bug resolved in firefox
- [ ] is feature working / bug resolved in ie 11
- [ ] is feature working / bug resolved in ie edge

### :camera_flash: Screenshots
For example, this heatmap on the NY Taxi demo:

![image 3](https://user-images.githubusercontent.com/824534/40930441-b0c65af0-67f5-11e8-859d-a0a0db895166.png)

Could maybe use a light to dark palette:

<img width=""555"" alt=""screen shot 2018-06-04 at 12 42 00 pm"" src=""https://user-images.githubusercontent.com/824534/40930463-bf519f8a-67f5-11e8-94a3-d5b708ce08c6.png"">


### :memo: Other Info",biovisualize,"design,enhancement",Christian-Baptiste,
[Geo - Pointmap] Ability to set mapd_geo point column as a dual dimension,4604,,2018-06-04T14:19:21Z,2018-06-04T21:10:18Z,"### :speech_balloon: Description

*For Pointmap*

mapd_geo appears as an option in the dimension selector for pointmap and, when selected, automatically adds two dimensions: `ST_x(mapd_geo)` and `ST_y(mapd_geo)`.

### :computer: Environment
- **Browser Name, Version**: 
- **mapd-immerse Version or Branch**: master

### :page_with_curl: Steps To Reproduce
-
- **Actual result:**
- **Expected result:**

### :dash: Smoke Test
- [ ] is feature working / bug resolved in chrome
- [ ] is feature working / bug resolved in safari
- [ ] is feature working / bug resolved in firefox
- [ ] is feature working / bug resolved in ie 11
- [ ] is feature working / bug resolved in ie edge

### :camera_flash: Screenshots

<img width=""1623"" alt=""screen shot 2018-06-03 at 12 36 19 pm"" src=""https://user-images.githubusercontent.com/2074135/40922620-4d644a48-67d8-11e8-9796-fc8a33a148bc.png"">


### :memo: Other Info",jrajav,geospatial,,
[Cleanup] Remove dead code in table-picker,4600,,2018-06-03T15:27:02Z,2018-06-07T17:14:54Z,"### :speech_balloon: Description

Evaluate if `selectTable` method in TablePickerParent and all references to it (and `quickSelect`) in TablePicker and TablesList can be removed, no code paths seem to use it or the 'callback' parameter to LOAD_DASH:

```
selectTable(name) {
    dispatch(
      setDataSources({
        currentDataSource: name,
        dataSources: { [name]: { alias: ""A"" } }
      })
    )
    dispatch({
      type: LOAD_DASH,
      callback: () => {
        dispatch(routeToDashboard())
      }
    })
  }
```",jrajav,"good-first-issue,tech",jmenestr,
Combo chart GUI inconsistencies ,4594,,2018-06-02T01:00:23Z,2018-06-02T01:02:43Z,"### :speech_balloon: Description
There are some inconsistencies on the Combo chart that don't appear on other similar charts 
### :computer: Environment
- **Chrome: 66.0.3359.181, Firefox: 60.0.1, Safari: Version 11.1 **: 
- **mapd-immerse Version or Branch**: master

### :page_with_curl: Steps To Reproduce
- Create a line Combo chart (Source: 'flights' | Dimension: 'airtime' | Measure Y Axis: 'carrier_name')
- **Actual result:**
The label on the Y Axis measure reads top to bottom (also contains '# Unique' unlike Line chart). Combo chart contains what seems like a scroll bar. This bar doesn't seem to appear in any other charts. Please see highlight in attached image.
- **Expected result:**
The label reads bottom to top (does not contain #Unique). The scroll bar is only visible when needed. 

### :dash: Smoke Test
- [ ] is feature working / bug resolved in chrome
- [ ] is feature working / bug resolved in safari
- [ ] is feature working / bug resolved in firefox
- [ ] is feature working / bug resolved in ie 11
- [ ] is feature working / bug resolved in ie edge

### :camera_flash: Screenshots
![screen shot 2018-06-01 at 5 33 12 pm](https://user-images.githubusercontent.com/39566471/40868762-18faf69a-65c5-11e8-815e-c9275ea56ef8.png)

### :memo: Other Info",AlexHarutyunyan,"P4,bug,found during 4.0",,
TaxiDemo - Combo chart loosing focus chart data when opening the range slider ,4593,,2018-06-02T00:22:13Z,2018-06-05T15:50:08Z,"### :speech_balloon: Description
Combo chart losing focus chart data when opening the range slider. 
*Note so far the only data source that seems to be affected is TaxiDemo. 




### :computer: Environment
- **Browser Name, Version**: 
- **mapd-immerse Version or Branch**: master

### :page_with_curl: Steps To Reproduce
- Chose combo chart
- Chose TaxiDemo as the data source (note we tried this with other data and didn't have the same problem)
- Chose dimension pickup_datetime
- Chose AVG trip_distance as the measure. 
- Line chart for Visual Data Mapping
- Turn range chart on
- Adjust range chart
- Focus chart goes blank
- Moving range does nothing to show the missing data
- Turning range off still shows the focus chart selected and with no data
- *NOTE no filter icon shows up until I click in the chart header
- The only thing that brings the data back is to remove the filter. 

- **Actual result:**
- **Expected result:**
Should be able to zoom in on the selected data, should see the line chart.

### :dash: Smoke Test
- [ ] is feature working / bug resolved in chrome
- [ ] is feature working / bug resolved in safari
- [ ] is feature working / bug resolved in firefox
- [ ] is feature working / bug resolved in ie 11
- [ ] is feature working / bug resolved in ie edge

### :camera_flash: Screenshots

![image](https://user-images.githubusercontent.com/37127288/40868107-a6461a86-65be-11e8-9486-f601e361e749.png)

### :memo: Other Info


http://immerse-master.prod.frontend.builds.mapd.com/#/dashboard/1482?_k=h5i4tt",Christian-Baptiste,bug,biovisualize,"There's something wrong with this specific dataset. The old line chart is blank, even without touching the range chart.

<img width=""1327"" alt=""screen shot 2018-06-05 at 11 42 48 am"" src=""https://user-images.githubusercontent.com/824534/40987043-a6d31b6c-68b5-11e8-8ef8-ea40d4bd3137.png"">

The combo chart at least works, with or without the range chart, and we could even argue that it properly handles the case with the brush selection, since there's just not data coming back from this query. 
```
SELECT date_trunc(day, pickup_datetime) as key0, avg(trip_distance) as val FROM TaxiDemo WHERE (CAST(pickup_datetime AS TIMESTAMP(0)) BETWEEN TIMESTAMP(0) '2015-01-05 19:19:19' AND TIMESTAMP(0) '2015-01-28 09:33:33') GROUP BY key0 ORDER BY key0
```
<img width=""1016"" alt=""screen shot 2018-06-05 at 11 46 10 am"" src=""https://user-images.githubusercontent.com/824534/40987244-189b7d20-68b6-11e8-85c9-3ac32d5feb54.png"">

We could of course look at what is wrong with this specific dataset or with the query, but the title of the issue could change to something like ""TaxiDemo dataset sometimes gives empty charts"". And it's probably not something to be fixed for 4.0. Although @niviksha has the last word on what goes into a release.,biovisualize"
Zooming in on scatter plot view generates a filter,4591,,2018-06-01T23:21:30Z,2018-06-11T20:03:42Z,"### :speech_balloon: Description
Currently a zoom on scatter plot would generate a filter, this is inconsistent with the zoom behavior in point map and geo_heat which do not create any filters.

### :computer: Environment
- **Browser Name, Version**: All Browsers
- **mapd-immerse Version or Branch**: master

### :page_with_curl: Steps To Reproduce
- Create a scatter plot and save to dashboard
- Zoom in on scatter plot

- **Actual result:**
Scatter plot zoom generates a filter

- **Expected result:**
Scatter plot zoom behavior should be consistent with geo_heat and point map

### :dash: Smoke Test
- [ ] is feature working / bug resolved in chrome
- [ ] is feature working / bug resolved in safari
- [ ] is feature working / bug resolved in firefox
- [ ] is feature working / bug resolved in ie 11
- [ ] is feature working / bug resolved in ie edge

### :camera_flash: Screenshots
![scatter_zoom](https://user-images.githubusercontent.com/35040876/40867260-c4975452-65b7-11e8-9836-f2f6b6ff7640.gif)


### :memo: Other Info",ericli5454,enhancement,,"@tmostak and I discussed this awhile ago. This is intended behavior for now per previous PM, but we may want to change it to be more consistent (I believe we want to have a filter button appear on the pointmap so you can reset to initial zoom -- now that we dynamically get the zoom we could run that for any combination of filters, too). Marking this as an enhancement. ,alexbaden"
Geo import table name pre-population inconsistencies,4590,,2018-06-01T22:43:47Z,2018-06-01T23:01:55Z,"If you import a local geo file, it pre-populates the table name with the name of the file.

If you import a local geo archive, it pre-populates the table name with the name of the archive file, rather than the name of the geo file it decides to pull from the archive file (which would match the above).

If you import from an archive on S3, it doesn't pre-populate the table name at all.

Importing from a geo file on S3 is currently broken (see #4589) but that should be consistent too.",simoneves,"P3,bug,s3-import",jrajav,
Mapbox watermark appears on top of popups in Firefox ,4588,,2018-06-01T22:25:45Z,2018-06-01T22:25:45Z,"### :speech_balloon: Description
The 
### :computer: Environment
- **Browser Firefox, 60.0.1 **: 
- **mapd-immerse Version or Branch**: master

### :page_with_curl: Steps To Reproduce
- On Kali open 'Campaign Performance Dashboard - Clicks' dashboard
- Duplicate Dashboard
- Navigate to back to the original 'Campaign Performance Dashboard - Clicks' dashboard and Duplicate dashboard again to trigger error. 
- **Actual result:**
Mapbox watermark will appear in the error Popup.
Also observed in other Popups like Sharing.
- **Expected result:**
Mapbox watermark should be behind all popups. 


### :dash: Smoke Test
- [ ] is feature working / bug resolved in chrome
- [ ] is feature working / bug resolved in safari
- [ ] is feature working / bug resolved in firefox
- [ ] is feature working / bug resolved in ie 11
- [ ] is feature working / bug resolved in ie edge

### :camera_flash: Screenshots

![screen shot 2018-06-01 at 2 58 09 pm](https://user-images.githubusercontent.com/39566471/40865894-b636819c-65af-11e8-9c2d-7d1cb31c55e5.png)
![screen shot 2018-05-23 at 4 04 02 pm](https://user-images.githubusercontent.com/39566471/40865909-c2213664-65af-11e8-8460-fce0d66b7e76.png)

### :memo: Other Info",AlexHarutyunyan,"P3,bug,found during 4.0",,
Deprecate legacy line chart,4587,[object Object],2018-06-01T22:11:44Z,2018-06-05T19:25:13Z,"### :speech_balloon: Description
The line chart was replaced by the combo chart, but both are still available in the UI. This Epic lists the issues that should be fixed before we can retire the legacy line chart.

### :computer: Environment
- **Browser Name, Version**: 
- **mapd-immerse Version or Branch**: master

### :page_with_curl: Steps To Reproduce
-
- **Actual result:**
- **Expected result:**

### :dash: Smoke Test
- [ ] is feature working / bug resolved in chrome
- [ ] is feature working / bug resolved in safari
- [ ] is feature working / bug resolved in firefox
- [ ] is feature working / bug resolved in ie 11
- [ ] is feature working / bug resolved in ie edge

### :camera_flash: Screenshots

### :memo: Other Info",biovisualize,Epic,biovisualize,
[Combo] Binning doesn't change for the smaller one when setting a date filter,4586,,2018-06-01T22:09:40Z,2018-06-08T23:32:12Z,"### :speech_balloon: Description
When setting a filter on a single date, the binning doesn't change to the smallest suitable increment.

### :computer: Environment
- **Browser Name, Version**: 
- **mapd-immerse Version or Branch**: master

### :page_with_curl: Steps To Reproduce
- Set a combo chart and set a filter as in the screenshot or go there http://kali.mapd.com:9092/#/dashboard/565?_k=66j33q
- **Actual result:** binning should be on a smaller increment than month
- **Expected result:** binning is in month

### :dash: Smoke Test
- [ ] is feature working / bug resolved in chrome
- [ ] is feature working / bug resolved in safari
- [ ] is feature working / bug resolved in firefox
- [ ] is feature working / bug resolved in ie 11
- [ ] is feature working / bug resolved in ie edge

### :camera_flash: Screenshots
<img width=""899"" alt=""screen shot 2018-05-30 at 1 53 50 pm"" src=""https://user-images.githubusercontent.com/824534/40865566-efcdff2c-65c6-11e8-928c-1598c8bc0d43.png"">


### :memo: Other Info",biovisualize,"P1,bug,combo-chart",,
Dummy test PR for quantile testing - DO NOT MERGE,4583,,2018-06-01T21:46:08Z,2018-06-01T21:50:20Z,"### 💬  Description
 
### 📄 Github Issue
Closes #0

### :camera_flash: Screenshot",vastcharade,,,"**Immerse**: http://immerse-4583.dev.frontend.builds.mapd.com

,mapd-bot"
Should autopopulate mapd_geo column when picking a source for BE choropleth with poly column,4582,,2018-06-01T21:44:56Z,2018-06-08T21:01:51Z,"Currently if a user just wants to render a poly table (i.e. without a join), the user is required to know to group by mapd_geo, which is highly non-obvious. A better UI would be if once we detect that a user has selected a source on BE choropleth that has a geo column (which we already know so that we can display the correct geo join tables), we autopopulate mapd_geo as the dimension, which should trigger the right join expression to populate. 

As gravy we should probably at least slot in # Records as the measure so it renders straight away. A better thing would not to require a measure at all for rendering a poly table, and the user could just pick the static color of each poly (like most GIS systems work).

<img width=""326"" alt=""screen shot 2018-06-01 at 2 44 31 pm"" src=""https://user-images.githubusercontent.com/953210/40864834-589d4890-65aa-11e8-8044-3d823c811eec.png"">

Assigning to @alexbaden since he did most of this code, but this could be changed. Also cc'ing @uyanga-gb and @Christian-Baptiste.",tmostak,"BE-Choropleth,enhancement,geospatial",alexbaden,"@niviksha it's not obvious if this one should make it to 4.0. The PR is WIP and it's tagged as an [enhancement]. I will leave it out for now for you to revisit.,biovisualize
I believe this issue has been made obsolete by some conversations had with @alexbaden. A better approach would be to treat mapd_geo as a measure (it is) and not a dimension. @alexb do you have an issue for this?,tmostak
Actually the spirit of the issue is close enough to the new approach that I’m reopening, perhaps @alexbaden can fill in the details. ,tmostak
I moved the selection of the geo column into a measure and put the
framework in place to allow a “multi source measure” if joining using a
dimension. That’s all working fine, but in the process I uncovered some
issues with the redux flow in backend choropleth that need to be cleaned up
anyway, and may explain some of the other BE choropleth issues we have
seen.

On Mon, Jun 4, 2018 at 08:39 Todd Mostak <notifications@github.com> wrote:

> Actually the spirit of the issue is close enough to the new approach that
> I’m reopening, perhaps @alexbaden <https://github.com/alexbaden> can fill
> in the details.
>
> —
> You are receiving this because you were mentioned.
> Reply to this email directly, view it on GitHub
> <https://github.com/mapd/mapd-immerse/issues/4582#issuecomment-394400589>,
> or mute the thread
> <https://github.com/notifications/unsubscribe-auth/AFkzUvV4crVTGaHcPQLfOg1KZqTHAR4lks5t5VSygaJpZM4UXWwV>
> .
>
,alexbaden"
Zoom limitations for Scatter chart,4576,,2018-06-01T18:19:15Z,2018-06-01T23:11:51Z,"### :speech_balloon: Description
Currently there are no zooming limitations for the Scatter chart, allowing the user to zoom out to measurements where the points are impossible to see or zoom in so far that the user could drag and drop forever and not encounter a single point. The scatter map can be reset by removing the filter, but it would be nice if there was some limitation even if the user decides to use this chart incorrectly. 

The infinite zoom also causes errors in the console and will actually hang immerse with certain datasets and measurements while the zooming in/out past a reasonable measure. 

### :computer: Environment
- **All Browser**: 
- **mapd-immerse Version or Branch**: master


### :camera_flash: Screenshots
![screen shot 2018-06-01 at 11 23 03 am](https://user-images.githubusercontent.com/39566471/40856866-30759960-658e-11e8-8a36-19c0ecdd2cc8.png)

### :memo: Other Info",AlexHarutyunyan,"design,enhancement",Davidiskander,"@Christian-Baptiste the problem here is: as a user if I got lost on the map, there is no way for me to go back. I believe we need to add a button to have the data point fill the screen or zoom to data if that makes any sense. Grab me whenever this is a priority,Davidiskander"
